ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_B,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9601,L21,1,MI,49247, , ,1601,0, , , , ,XXXX,R2,43,82,E,U, , , , ,,2,M,3,0,,,,,,,,,,,,,,,3,0,28,36,20,9,3,1, , , ,, , , , , , , , ,Y, , ,Y, , , , , , , ,2, ,1112,327,406,0,0,99,49,51,99,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30,40,44,33,44,47,30,37,38,25,14,21,23,15,13,8,6,16,16,29,23,16,20,7,18,18,35,48,28,12,3,65,10,5,19,193,274,68,67,2,10,8,4,0,0,0,423,460,3,3,83,17,91,9,64,43,81,66,32,91,9,11,2,8,8,15,2,24,61,14,0,1,0,0,0,2,11,37,0,2,50,57,58,15,4,8,2,21,5,5,5,1,2,8,39,89,440,55,547,301,330,338,372,12311,15,24,21,23,13,3,1,0,1,10,22,20,27,16,4,1,0,1,22,7,48,6,51,49,4,71,17,0,0,0,0,0,3,10,3,28,25,29,8,67,66,75,55,73,52,55,45,44,64,3,9,8,1,11,7,0,1,18,7,10,21,4,2,9,0,3,30,4,0,0,24,2,2,1,2,9,9,2,3,9,3,1,9,69,7,2,120,3,24,37,14,8,9,6,4,31,3,26,6,0,0,0,15,28,0,36,32,20,7,1,14,0,16,0,0,2,0,0,1,0,0,0,0,0,0,79,97,2,0,1,97,69,24,6,30,0,4,13,27,50,50,0,0,44,25,3,19,0,8,47,52,51,99,97,5,2,8,6,9706,9606,9604,,9603,9602,9601,,,9509,9509,,,,,,,,,,,,,L1G,F1G,F1G, ,F1G,F1G,F1G, , ,P1G,P1G, , , , , , , , , , , , ,7,9702,16,5,11,,,,,,,,,,9509,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,25,1,1,25,9509,25,9509,25,9509,9509,,,25,72675,0,0,1,L,1,G,X,X,X,44,C
9401,SYN,0,FL,33983, , ,0,0, , , , ,XXXX,T2,40,, , , , , , ,,, ,,0,,,,,,,,,,,,,,, ,0,36,18,43,12,3,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,1818,582,706,34,0,66,49,51,91,7,0,1,4,1,0,0,0,0,0,0,0,1,0,2,37,45,48,38,47,49,22,42,34,24,9,22,18,14,20,14,3,18,17,30,19,16,24,2,20,12,49,39,21,7,2,72,8,3,17,177,257,72,72,0,28,28,23,0,0,0,1153,1192,4,5,73,27,82,18,65,32,82,73,26,89,11,7,1,6,10,10,6,16,54,21,2,4,1,1,13,72,96,99,0,1,57,57,56,14,4,27,1,0,8,3,16,0,31,68,97,98,6580,133,571,343,389,375,414,14378,13,17,24,25,16,6,0,0,0,4,19,19,34,17,8,0,0,0,30,3,54,4,99,0,61,92,8,0,0,0,0,0,0,1,0,13,19,24,5,80,64,68,61,62,58,64,56,81,0,4,14,12,4,20,17,0,4,10,1,11,2,3,1,1,0,10,9,4,3,4,30,5,4,3,0,9,6,5,7,12,3,2,6,70,7,0,120,3,16,38,23,5,9,6,5,14,3,10,6,0,0,0,19,36,3,18,16,43,22,1,6,1,10,0,0,6,6,0,3,0,0,0,0,1,7,17,89,2,0,9,97,76,19,1,3,43,99,99,99,99,0,0,16,0,0,99,0,0,0,99,0,99,99,99,8,2,7,13,9706,,,,9603,,9512,9509,,,9508,,,,9503,,9412,9411,,,9408,,,L1G, , , ,A1G, ,A1G,A1G, , ,A1G, , , ,N2G, ,A1G,N2G, , ,N2G, , ,8,9612,15,2,4,,,,,,,,,,,,,,,,9506,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,80,3,2,25,9312,30,9506,30,9506,9310,9312,2,26.666666667,190166,0,0,0,L,1,G,X,X,X,37,C
9301,L01,2,IL,60042, , ,2311,0, , , , ,XXXX,C1,22,74, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,18,29,13,2,1,1, , , ,2, , , , , , , , , , , , , , , , , , , , ,X,1990,541,674,0,88,12,50,50,98,0,0,1,4,0,0,0,0,0,0,0,3,1,0,0,30,37,39,31,41,43,30,40,43,17,11,31,24,16,8,7,3,17,16,33,22,12,16,5,13,15,31,54,36,13,5,66,8,5,20,224,295,95,94,0,5,5,4,0,0,0,944,1084,5,5,90,10,95,5,11,45,80,71,39,90,10,5,1,4,12,12,5,26,63,9,0,0,0,5,16,42,78,96,1,0,60,58,60,16,5,5,0,0,5,1,4,0,68,88,94,97,1600,51,602,384,420,458,484,16264,9,10,26,16,25,11,3,0,0,2,11,25,21,27,12,2,0,0,15,0,44,1,46,54,5,85,10,0,0,0,0,0,1,4,1,40,26,35,18,56,79,84,75,81,72,76,64,99,99,0,6,14,3,12,14,1,0,14,2,19,3,7,4,2,0,11,19,3,3,8,22,8,6,5,0,7,4,0,2,3,2,1,6,86,2,0,120,3,14,37,27,3,11,5,7,25,3,22,6,0,0,0,15,30,0,40,10,36,0,1,4,2,14,0,0,4,4,0,9,0,0,1,1,0,3,77,93,3,0,3,97,74,22,6,22,0,11,18,49,62,38,0,0,94,2,4,0,0,0,81,19,81,99,99,9,3,5,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,,,9409,9407,9406,L2E,S2E,S2E,S3E,S3E,S4F,S4F,S4F,S4F,S4F,S4F,S4F,S4F,S4F,S4F,S4E,S4E,S4E, , ,S4E,S3D,A2D,18,9702,41,5,10,,,,,,,,,,,,,9505,,,9503,9412,,,9409,9407,9406,,,,,,,,,,,,,9,,,8,20,,,9,10,10,108,13,8,3,9301,20,9412,9,9505,9301,9303,2,8.3076923077,92152,0,0,0,L,2,E,X,X,X,17,A
9501,MOP,0,MN,55044, , ,5201,0, , , , ,XXXX,T1,35,46,E,H, , , , ,1,7,F,9,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,35,37,11,3,1,6, , , ,, , , , , , , , , , , , , , , , , , , , , ,1134,305,366,99,0,0,53,47,99,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,31,39,41,31,40,43,30,34,42,25,12,23,29,21,8,4,2,15,13,31,24,17,10,2,8,12,24,64,40,14,4,65,8,2,25,259,310,96,96,2,2,0,0,0,0,0,1090,1259,6,4,94,6,96,4,33,51,83,75,45,91,9,5,2,4,13,7,5,23,69,7,0,0,0,8,25,57,91,97,2,0,80,73,70,18,4,2,0,0,4,1,0,0,53,76,88,88,5120,107,613,566,603,595,627,17389,2,3,19,22,31,15,2,4,2,2,1,14,24,33,16,3,4,2,7,1,61,0,40,60,4,90,6,1,1,0,0,0,0,3,1,43,21,23,5,67,84,88,78,81,73,81,77,0,0,0,15,17,1,12,19,0,0,14,3,11,1,2,4,1,0,7,15,14,3,5,18,8,5,0,3,4,7,8,1,3,1,6,6,77,7,0,140,4,4,27,26,13,22,4,7,29,2,26,8,0,0,0,19,35,0,37,8,11,13,0,1,1,22,0,0,3,1,4,2,0,0,0,2,0,1,73,93,3,0,4,99,93,51,7,16,9,23,27,71,79,21,0,0,61,15,6,9,0,5,76,24,76,99,99,9,2,5,1,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,,,,,9409,9409,,,L3E,A3E,A3E,A3E,A3E,N3E,N3E,N2E,N2E,N2E,N2E,N2E,N2E, ,F1D, , , , ,P1D,P1D, , ,11,9702,26,6,13,,,,,,,,,,9510,9508,,,9504,,,,,9411,,,,,,,,,,,,,10,10,,,11,,,,,5,,,,36,4,2,5,9411,11,9504,10,9510,9411,9504,5,9,82229,0,0,1,L,3,E,X,X,X,5,A
9101,UCA,0,CA,93527-, , ,4307,0, , , , ,XXXX,T1,35,54,I,H, , , , ,1,7,M,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,48,35,32,8,2,39, , , ,8,04, , , , , , , , , , , , , , , , , , ,1, ,3142,884,1237,0,0,99,50,50,95,1,2,1,6,0,0,0,0,0,0,0,5,0,0,1,36,44,46,37,47,49,26,36,41,24,7,21,22,18,15,11,6,14,16,34,24,13,25,9,22,24,38,38,23,10,4,65,13,6,16,169,252,34,34,1,1,0,0,0,0,0,839,862,3,3,81,19,87,13,44,32,71,62,26,84,16,6,2,4,18,14,5,20,56,18,0,0,0,0,6,32,60,85,0,8,34,48,48,13,5,1,0,64,7,1,0,11,11,28,56,78,680,73,800,313,368,367,401,14045,24,18,11,17,21,6,1,1,0,17,18,12,18,26,5,2,1,0,24,11,24,14,52,48,11,75,17,0,0,0,0,2,2,4,0,6,20,24,4,78,62,70,55,68,54,57,44,16,99,17,14,13,5,9,16,1,3,10,1,16,3,4,3,1,0,9,8,4,2,2,15,1,10,2,1,2,7,9,26,10,3,29,7,48,2,1,124,4,19,23,31,10,10,2,3,28,3,21,7,0,0,0,28,53,5,38,18,32,8,2,9,2,15,0,0,6,2,1,0,0,0,1,1,0,3,49,94,4,1,2,98,77,36,5,15,8,21,42,76,88,12,0,0,19,49,12,1,0,19,55,44,15,99,93,3,2,7,8,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L2F,A2F,A2F,A2F,A2F,A2F,A2F,L1G, ,L1G,L1G, ,L1G, ,L2G,A1G,U1F,A1G,A1G,A1G,A1G,A1G,A1G,23,9702,60,6,12,,,,,,,,,,,,9508,,,,9508,,,,,,,,,,,,,,,,,,15,,,,15,,,,,,,107,6,4,10,9109,30,9401,15,9508,9109,9301,16,17.833333333,160963,0,0,0,L,2,F,X,X,X,42,B
9601,ESN,0,IL,60091, , ,5601,0, , , , ,XXXX,S1,13,42,E,H, , , , ,1,7,F,,0,,,,,,,,,,,,,,,2,0,32,10,54,8,0,4, , , ,, , , , , , , , , , , , , , , , , , , , , ,1666,523,604,99,0,0,49,51,90,0,0,10,2,0,3,2,0,4,0,0,1,0,0,1,42,49,51,40,49,52,23,35,40,25,8,12,19,20,21,15,4,12,17,27,25,19,28,5,26,11,38,51,28,8,0,69,5,6,21,204,276,99,92,1,1,0,0,0,0,0,2466,2628,11,9,94,6,99,1,0,36,87,77,32,94,6,5,1,4,4,15,2,15,52,23,0,0,0,68,86,97,99,99,32,0,86,69,71,15,4,1,0,0,5,0,0,0,85,85,85,91,1600,51,602,711,771,827,895,42539,3,8,7,8,27,12,10,6,19,2,4,6,8,28,12,9,7,23,21,0,67,2,28,72,10,70,9,17,2,15,0,0,1,3,1,8,24,32,13,60,68,85,54,83,53,57,49,51,0,5,27,26,3,19,12,0,0,6,0,5,1,1,0,0,0,5,13,6,0,2,20,9,7,2,1,11,9,12,3,8,0,4,8,73,7,1,160,2,2,17,15,4,36,25,4,21,2,17,5,0,0,0,15,32,1,10,20,54,3,0,1,0,8,4,0,3,2,0,1,0,12,0,2,0,19,65,77,1,11,11,99,78,14,14,34,0,2,3,10,30,70,0,0,98,0,0,2,0,0,99,0,99,99,99,12,4,13,14,9706,9606,9604,,9603,,,,,9509,9508,,,,,,,,,,,,,L1G,F1G,F1G, ,F1G, , , , ,P1G,P1G, , , , , , , , , , , , ,6,9702,13,5,11,,,,,,,,,,9512,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,50,1,1,50,9512,50,9512,50,9512,9512,,,50,89160,0,0,0,L,1,G,X,X,X,2,A
9201,L01,1,MO,64468, , ,1401,0, , , , ,XXXX,T1,35,84,E,H, , , , ,,7,M,9,7,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,28,16,53,9,16,0, , , ,8, , , , , , , , , , , , , , , , , , , , ,X,1594,437,575,0,89,11,47,53,97,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,35,44,48,37,48,52,27,31,47,22,14,14,23,16,9,12,13,10,14,38,23,15,29,11,28,21,34,45,31,10,3,67,5,9,19,185,268,81,78,1,4,3,2,3,3,0,765,795,2,3,84,16,94,6,6,38,76,69,34,86,14,4,1,3,11,16,3,22,54,21,0,1,0,0,3,19,52,85,0,2,67,65,63,14,4,1,2,15,7,1,2,6,15,20,27,61,0,159,638,362,470,430,482,14141,17,14,16,15,28,4,2,2,1,8,15,16,16,33,6,2,2,2,28,4,67,6,47,53,13,86,6,0,0,0,0,0,6,2,2,2,8,12,3,16,75,77,73,73,71,93,90,0,99,3,21,23,0,15,18,1,0,4,1,4,5,1,8,3,0,2,10,4,6,1,23,2,0,1,0,10,26,6,5,9,16,0,4,57,14,0,140,3,4,30,25,1,19,18,2,38,3,25,12,0,0,0,12,28,0,16,15,53,5,1,9,0,14,0,0,3,0,0,0,0,0,0,1,0,3,71,95,2,1,2,96,68,28,4,16,8,20,33,59,83,17,0,0,64,3,31,0,0,2,98,2,97,99,98,8,2,4,4,9706,9606,9604,9604,9603,9602,9601,9511,,9510,9509,,9506,,9503,9502,9412,9411,,,9409,,9406,L3E,A3E,A3E,A3E,A3E,A2E,A2E,A2E, ,A2E,A2E, ,A1E, ,A1E,A1E,A1E,A1D, , ,A1D, ,A2D,18,9702,44,6,13,,,,,,,,,,9509,,9506,,,,,,,,9409,,,,,,,,,,,,13,,11,,,,,,,,11,,,71,8,5,3,9201,13,9509,10,9512,9201,9304,15,8.875,102610,0,0,1,L,3,E,X,X,X,16,D
9101,IMP,0,TX,77381, , ,4809,0, , , , ,XXXX,T1,35,49,E,H,M,M, , ,1,7,F,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,50,19,7,4,0, , , ,8,03, , , , , , , , , , , , , , , , , , , ,X,1200,331,377,0,99,0,51,49,95,2,0,2,5,1,0,0,0,0,1,0,3,0,0,1,30,38,39,29,39,41,36,34,43,23,9,25,39,17,5,4,1,13,16,35,25,11,7,2,5,10,23,67,41,15,3,71,7,2,20,265,318,99,99,0,0,0,0,0,0,0,789,791,6,6,74,26,90,10,52,62,88,79,55,95,5,6,2,4,8,7,3,28,63,5,1,1,0,0,0,8,58,98,0,0,84,64,67,19,4,0,0,0,26,0,0,0,94,99,99,99,3360,201,618,538,546,575,588,18169,8,2,8,24,36,15,8,0,0,7,2,7,22,37,18,7,0,0,10,0,55,5,75,25,24,80,12,2,2,0,0,0,0,6,0,53,22,33,17,57,80,93,69,91,67,59,53,32,99,3,22,24,8,24,14,0,0,1,0,5,0,1,0,0,4,8,13,3,0,10,18,10,3,1,0,9,13,6,1,7,4,0,1,81,6,0,160,0,1,22,16,3,45,13,5,28,5,26,2,0,0,0,13,28,0,50,8,19,9,0,12,1,8,0,0,7,1,0,1,1,0,1,0,0,4,44,98,1,0,1,99,68,10,3,9,0,5,86,99,99,0,0,0,88,2,10,0,0,0,99,0,99,99,98,10,3,2,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2E,S2E,S2E,S3E,S2E,S4E,S4E,S4E,S4E,S4E,S4E,S3E,S3E,S3E,S2E,S2E,S2E,S2E,S2E,S2E,S2E,S2E,S2E,23,9702,61,6,13,,,,,,,,,,,,,,9506,9503,,,9412,,9410,,,,,,,,,,,,,,,,13,11,,,11,,11,,,102,12,6,5,9204,13,9506,10,9512,9103,9112,9,8.5,122772,0,0,1,L,2,E,X,X,X,15,A
9101,AVN,0,IL,62249, , ,6001,0, , , , ,XXXX,T2,40,38,E,U, , , , ,2,4,F,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,39,27,6,4,2, , , ,, , , , , , , , , , , , , , , , , , , , , ,2196,542,792,0,97,3,44,56,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,38,48,52,41,52,55,26,35,45,19,8,18,19,11,10,11,23,14,15,36,23,12,32,18,32,30,30,40,25,10,3,55,7,18,19,167,248,73,71,6,26,20,16,10,10,0,564,677,2,2,68,32,97,3,0,36,68,57,29,77,23,7,1,6,10,26,2,21,49,29,0,0,0,3,4,9,19,63,1,2,43,53,53,13,4,11,15,1,8,7,16,0,2,7,26,58,7040,75,609,246,372,335,444,13984,30,21,13,18,10,2,4,1,1,15,15,17,25,16,3,7,2,1,33,8,49,10,37,63,5,75,18,1,1,0,0,0,5,1,19,7,11,23,7,35,58,68,50,66,47,83,67,91,99,1,12,15,5,14,12,1,0,12,0,9,13,6,1,0,0,1,25,4,3,4,25,4,4,3,1,15,5,6,2,2,2,2,6,79,7,1,120,26,10,32,16,5,8,3,5,22,3,18,5,1,1,0,12,26,2,35,12,27,21,1,1,0,31,0,0,3,0,0,0,0,0,0,0,0,1,80,98,1,0,1,89,50,16,6,32,5,5,6,30,38,62,3,3,73,1,14,12,0,0,99,1,97,99,91,7,2,4,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9511,9509,9507,9506,,9503,9502,9501,9411,,9410,9409,,,L3E,A3E,A3E,A4E,A4E,A3E,A3E,A3E,A2E,A2E,A2E,A2E,A1D, ,I1D,L1D,L1D,L1D, ,L1D,L1D, , ,19,9702,52,6,12,,,,,,,,9511,,,9507,,,9504,,,,,,,,,,,,,,,,9,,,9,,,10,,,,,,,,,57,7,3,5,9503,10,9109,9,9511,9102,9109,7,8.1428571429,97870,0,0,1,L,3,E,X,X,X,52,A
9001,SYN,0,TX,77546, , ,0,0, , , , ,XXXX,T1,35,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,1,37,58,16,8,1,5, , , ,, , , , , , , , , , , , , , , , , , , , , ,2147,591,640,99,0,0,49,51,94,2,0,3,5,1,0,1,1,0,0,0,3,0,0,2,29,36,37,27,38,40,37,46,37,17,8,34,34,15,6,2,1,18,21,31,19,11,5,0,3,7,23,71,47,15,6,77,5,1,17,286,334,99,99,0,0,0,0,0,0,0,1002,1166,7,5,97,3,96,4,3,63,92,88,59,97,3,4,1,3,5,4,1,30,60,4,1,2,0,4,15,50,94,99,2,0,91,70,72,20,4,0,0,0,3,0,0,0,78,83,99,99,2920,201,618,633,638,652,663,19703,2,5,1,17,48,19,7,0,1,3,4,0,16,51,19,7,0,1,5,0,65,3,74,26,25,89,9,0,0,0,0,0,1,2,1,82,34,42,22,70,82,98,67,97,66,68,61,99,99,0,34,23,4,10,12,0,2,9,0,4,1,1,0,0,4,2,25,5,2,4,8,8,8,0,3,10,8,9,4,8,1,5,5,76,4,1,160,0,1,12,25,10,39,13,5,33,6,25,7,1,1,0,19,37,2,58,11,16,10,0,4,1,15,0,0,3,2,0,2,0,0,0,1,0,3,48,97,1,1,1,99,91,24,3,6,6,57,85,95,95,5,0,0,75,0,20,0,0,5,96,4,90,99,99,12,4,1,6,9706,,,,9603,,9512,9509,,,,,,,9503,,9412,9411,,,,,,L3D, , , ,A4D, ,A3D,A4D, , , , , , ,A2D, ,A2D,A2D, , , , , ,10,9611,24,0,2,,,,,,,9512,,,,,,,9503,,9507,9412,,,,,,,,,,,,7,,,,,,,7,,7,8,,,,,,68,11,6,2,9004,10,9301,7,9512,9004,9101,9,6.1818181818,190313,1,7,1,L,3,D,X,X,X,14,A
9501,RMG,1,MO,63031, , ,2601,0, , , , ,XXXX,U3,08,72,E,H, , , , ,,1,M,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,10,55,4,0,1, , , ,, , , , , , , , , , , , , , , , , , , , , ,1437,392,531,99,0,0,48,52,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,52,41,50,53,21,40,35,25,9,22,15,11,15,16,13,18,15,25,23,19,32,11,31,22,40,38,20,9,2,59,7,12,22,171,247,99,99,0,1,1,0,8,8,0,659,660,5,4,92,8,98,2,9,27,74,64,23,80,20,3,1,2,12,21,4,16,53,29,0,1,0,0,0,2,25,91,0,0,54,53,57,14,4,1,0,0,7,1,0,0,39,66,80,85,7040,75,609,364,384,382,421,14288,13,13,21,33,14,6,0,0,0,6,10,22,35,18,8,0,0,0,31,2,43,2,36,64,4,78,17,2,2,0,0,0,0,2,1,30,20,23,2,71,58,69,49,67,47,72,72,99,99,2,13,11,6,10,21,0,6,8,1,12,3,3,6,0,0,5,22,11,3,2,18,8,0,3,2,12,4,3,9,11,1,4,4,72,8,0,120,9,18,38,21,2,11,1,12,13,1,15,9,0,0,0,19,39,3,23,21,34,10,0,6,2,24,0,0,13,6,0,3,0,0,1,0,0,0,85,97,0,0,2,98,61,18,15,36,0,0,0,0,9,91,0,0,97,0,3,0,0,0,99,0,99,99,99,6,2,6,10,9706,9606,9604,,9603,9602,9512,9511,9510,9511,9509,,9506,,,,,,,,,,,L2F,N2F,N2F, ,N1F,F1F,F1F,F1F,F1F,F1F,F1F, ,P1F, , , , , , , , , , ,8,9702,20,5,12,,,,,9602,,,,,,,9506,,,,,,,,,,,,,,,20,,,,,,,20,,,,,,,,,,,40,2,1,20,9602,20,9506,20,9602,9506,9602,8,20,100174,0,0,1,L,2,F,X,X,X,22,A
